POOL_NAME,PLATFORM,COUNT(TX_HASH)
UNI-BTEC 3000 60 UNI-V3 LP,uniswap-v3,50
CELL-KEL 3000 60 UNI-V3 LP,uniswap-v3,1172
GLCH-WETH,uniswap-v2,654
DSS-DTO,uniswap-v2,11
WETH-SMEL 3000 60 UNI-V3 LP,uniswap-v3,184
WETH-BBC,uniswap-v2,1083
Curve.fi Factory USD Metapool: Alchemix USD,curve,263
MICRO-WETH,pancakeswap-v2,16
GBT-WETH,uniswap-v2,155
BOYSCLUB-WETH,uniswap-v2,1591
SDAO-WETH,pancakeswap-v2,356
LMR-USDC 10000 200 UNI-V3 LP,uniswap-v3,115
0xb7f...a16e-WETH 100 1 PCS-V3 LP,pancakeswap-v3,1
DOT-WETH,uniswap-v2,1201
AUSD-USDT 100 1 UNI-V3 LP,uniswap-v3,1239
WETH-MEME,uniswap-v2,465
HEGIC-WETH 10000 200 UNI-V3 LP,uniswap-v3,1218
wNXM-arNXM,uniswap-v2,8
ROOM-WETH,uniswap-v2,28
$BJUICE-WETH,uniswap-v2,4
WETH-Judgement,uniswap-v2,33
SOS-WETH,uniswap-v2,101
Yee-WETH 10000 200 UNI-V3 LP,uniswap-v3,5463
HARUKA-WETH,uniswap-v2,982
WETH-MOJO,uniswap-v2,1071
PIXL-USDC 10000 200 UNI-V3 LP,uniswap-v3,445
DAGO-WETH,uniswap-v2,600
ETH-XYO 3000 60  UNI-V4 LP,uniswap-v4,5180
LCAI-WETH,uniswap-v2,488
WETH-MX,uniswap-v2,77
WETH-MATIC,uniswap-v2,168
TMZ-WETH,uniswap-v2,902
MON-WETH,uniswap-v2,20
RODO-WETH 100 1 UNI-V3 LP,uniswap-v3,99
WETH-ZIK,shibaswap,36
HOUSE-WETH,uniswap-v2,342
MSV-USDT,uniswap-v2,15
WETH-MOONKIN,uniswap-v2,1413
WETH-VERA,uniswap-v2,101
PYUSD-USDT 500 10 UNI-V3 LP,uniswap-v3,718
APE-vAPE,uniswap-v2,25
ELET-WETH,uniswap-v2,32
EGT-WETH,sushiswap,21
MvG-WETH,uniswap-v2,2467
POLANDBALL-WETH,uniswap-v2,434
SUBO-WETH,uniswap-v2,116
ETH-ENA 3000 60  UNI-V4 LP,uniswap-v4,758
ADAI-WETH,uniswap-v2,1208
WETH-SIMPKU,uniswap-v2,1
WETH-0xe20...808f,uniswap-v2,19
GMODE-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
ND-WETH,uniswap-v2,15
cubic-WETH,uniswap-v2,1118
WETH-BRETT1.0,uniswap-v2,8
50SYN-50WETH,balancer,110
CELR-WETH 3000 60 UNI-V3 LP,uniswap-v3,26
IONP-USDT 10000 200 UNI-V3 LP,uniswap-v3,581
JFXAI-WETH,uniswap-v2,2434
ETH-INJ 3000 60  UNI-V4 LP,uniswap-v4,4953
RIN-CHAN-WETH,uniswap-v2,58
ILV-USDT,hashflow-v3,26
Volta-USDT 500 10 UNI-V3 LP,uniswap-v3,127
COPX-WETH,uniswap-v2,51
WETH-INK,uniswap-v2,143
RAZE-WETH,uniswap-v2,106
WETH-DEDE,uniswap-v2,490
1INCH-SUSHI 10000 200 UNI-V3 LP,uniswap-v3,7
SPELL-WETH,hashflow-v3,100
DOGE3.0-WETH,uniswap-v2,24
BCAT-TrumpBucks 10000 200 UNI-V3 LP,uniswap-v3,23
FLAME-WETH 10000 200 UNI-V3 LP,uniswap-v3,243
TERMINUS-WETH,uniswap-v2,119
USDC-ZUSD 500 10 UNI-V3 LP,uniswap-v3,199
WETH-UPP 10000 200 UNI-V3 LP,uniswap-v3,60
KABOSU-QKC,uniswap-v2,76
ALBT-SOTU,uniswap-v2,12
BORED-WETH,uniswap-v2,1559
WETH-BUREAUCRACY,uniswap-v2,208
SILK-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
Doge-WETH,uniswap-v2,16
ANIME-USDC,uniswap-v2,68
0x3f3...1398-WETH,uniswap-v2,277
SF-WETH,uniswap-v2,455
MONERO-WETH 10000 200 UNI-V3 LP,uniswap-v3,9
MUBI-LPM 10000 200 UNI-V3 LP,uniswap-v3,25
DEAI-TRUMPAI 100 1 UNI-V3 LP,uniswap-v3,12
COCAINE-WETH 10000 200 UNI-V3 LP,uniswap-v3,3
USDC-taoUSD 3000 60 UNI-V3 LP,uniswap-v3,52
ETH-RDO 30000 600  UNI-V4 LP,uniswap-v4,493
ETH-🖨️ 10000 200  UNI-V4 LP,uniswap-v4,279
DOGS-TREAT 10000 200  UNI-V4 LP,uniswap-v4,43
WETH-0xcdd...5f11,uniswap-v2,2175
0x0fb...76f5-WETH,uniswap-v2,693
0x9f5...2aad-WETH,uniswap-v2,705
WETH-GrumpyCat,uniswap-v2,114
0x296...95ce-WETH,uniswap-v2,907
BIRDWU-WETH,uniswap-v2,34
0x999...9a9a-WETH,uniswap-v2,4
ARCHAI-WETH,uniswap-v2,1035
FROSCH-WETH,uniswap-v2,33
wUSK/paUSD/USDC,balancer,53
WETH-SNTZL 3000 60 UNI-V3 LP,uniswap-v3,30
OORT-USDC 3000 60  UNI-V4 LP,uniswap-v4,8
USDC-USDx 10000 200  UNI-V4 LP,uniswap-v4,41
SHIB-TREAT 10000 200  UNI-V4 LP,uniswap-v4,3
GRIFFIN-WETH,uniswap-v2,25
ZENT-USDT 500 10 UNI-V3 LP,uniswap-v3,224
ETH-VIDT 500000 10000  UNI-V4 LP,uniswap-v4,60
PCAT-WETH,uniswap-v2,11
NWTT-WETH,uniswap-v2,710
$PINK-WETH,uniswap-v2,6
JAKEX-SHOGUN,uniswap-v2,48
WETH-XMR 3000 60 UNI-V3 LP,uniswap-v3,8
WETH-KEKIUSMAXIMUS,uniswap-v2,1711
ALPHR-WETH 3000 60 UNI-V3 LP,uniswap-v3,78
ASX-WETH 3000 60 UNI-V3 LP,uniswap-v3,8
MRSBOB-WETH,uniswap-v2,13
STZ-GMEE,sushiswap,24
LANDWU-TrumpBucks 10000 200  UNI-V4 LP,uniswap-v4,46
WETH-Copilot,uniswap-v2,20
ALAB-WETH,uniswap-v2,6
BKL-USDC 100 1 UNI-V3 LP,uniswap-v3,2
WETH-MEE,uniswap-v2,11
DAI-DONUT,uniswap-v2,16
SNS-WETH,uniswap-v2,18
Donny-WETH,uniswap-v2,1575
KOKORO-WETH,uniswap-v2,2339
WETH-$KAT,uniswap-v2,6
GUNTRA-WETH,uniswap-v2,58
V-JEPA-WETH,uniswap-v2,10
BONDS -WETH,uniswap-v2,5
SCPF-WETH,sushiswap,8
WETH-OPEN AI,uniswap-v2,55
WETH-SF,uniswap-v2,1766
$VULPI-WETH,uniswap-v2,2
TELEPATHY-WETH,uniswap-v2,26
ERC420-WETH,uniswap-v2,12
ABST-WETH,uniswap-v2,25
WETH-SAH,uniswap-v2,63
HOJI-WETH,uniswap-v2,13
ZITR-WETH,pancakeswap-v2,43
BELLA-WETH,uniswap-v2,465
$PGPG-WETH,uniswap-v2,2
XCM-USDT,uniswap-v2,6
MICHIKO-WETH,uniswap-v2,3
WETH-Senshiba,uniswap-v2,4
mubarak-WETH,uniswap-v2,3180
AUDIO-WETH,shibaswap,22
WETH-ETF6900,uniswap-v2,51
TBR-WETH,uniswap-v2,800
WETH-OI,uniswap-v2,2
RUFF-WETH,uniswap-v2,17
WOJAK-VYPER 10000 200 UNI-V3 LP,uniswap-v3,50
LUNARSPHINX-WETH,uniswap-v2,127
BABYHOPPY-WETH,uniswap-v2,33
WETH-ISHIGO,uniswap-v2,10
magacycle-WETH,uniswap-v2,5
MOCHA-WETH,uniswap-v2,1724
JPYC-USDC,uniswap-v2,119
DAWAE-PAXG 10000 200 UNI-V3 LP,uniswap-v3,102
BTCLEGO-WETH,uniswap-v2,19
WETH-0xf12...9771,uniswap-v2,8
DAI-MATIC,sushiswap,51
WETH-HOGE,sushiswap,52
OFN-WETH,uniswap-v2,5
NEON-WETH 10000 200 UNI-V3 LP,uniswap-v3,22
EBIBLE-WETH,uniswap-v2,380
WETH-CRV,shibaswap,37
0x2f4...5f0b-WETH 100 1 UNI-V3 LP,uniswap-v3,245
0x363...7169-WETH,uniswap-v2,4
WETH-0xf47...f188,uniswap-v2,1548
0x02c...d993-WETH,uniswap-v2,7
LQTY-USDT,hashflow-v3,57
WETH-ALIENS,uniswap-v2,489
MRSATO-WETH,uniswap-v2,14
Pi-WETH,uniswap-v2,1349
LFLADY-WETH,sushiswap,9
MPGA-WETH,uniswap-v2,152
WETH-ezREZ,dodo-v2,17
WETH-1%,uniswap-v2,3
BBI-WETH,uniswap-v2,11
PERRY-WETH,uniswap-v2,1186
CARTMAN-WETH,uniswap-v2,14
Uptober-WETH,uniswap-v2,16
WETH-SHIB 10000 200 UNI-V3 LP,uniswap-v3,17
WETH-Mario,uniswap-v2,2
WETH-ANA,uniswap-v2,17
WETH-LEGACY,uniswap-v2,84
0x034...b1db-WETH,uniswap-v2,601
0xa1d...423a-WETH,uniswap-v2,759
WETH-0xf0d...7cd5,uniswap-v2,66
0xa12...2bd9-WETH,uniswap-v2,25
PRQ-REACT 3000 60  UNI-V4 LP,uniswap-v4,19
CDS-WETH,uniswap-v2,56
Hzzzz-WETH,uniswap-v2,17
APES-WETH,uniswap-v2,41
PESTO-WETH,uniswap-v2,22
GEM-WETH,uniswap-v2,54
ELENA-WETH,uniswap-v2,2
COSMOS-WETH,uniswap-v2,12
NAO-USDT,uniswap-v2,16
KUSH-WETH,uniswap-v2,32
WETH-0xc86...7e4d,uniswap-v2,9
QROK-WETH,uniswap-v2,1
BCDT-WETH,uniswap-v2,9
HOWARD-WETH,uniswap-v2,255
STFI-WETH,uniswap-v2,37
PHOBOS-WETH,uniswap-v2,14
WETH-SPYRO,uniswap-v2,1
MAGOANOMICS -WETH,uniswap-v2,5
CDFi-USDT 3000 60 UNI-V3 LP,uniswap-v3,30
SHAKEY-WETH,uniswap-v2,62
SNT-WETH,shibaswap,4
$300-WETH,shibaswap,1
pSAFEMOON-WETH,sushiswap,10
XMT-USDC 10000 200 UNI-V3 LP,uniswap-v3,91
HAVOC-WETH,uniswap-v2,15
YELDAi-WETH,uniswap-v2,8
WETH-MOTHERDENG,uniswap-v2,13
WETH-CTRL,uniswap-v2,145
FCKT-WETH 10000 200 UNI-V3 LP,uniswap-v3,6
$xBEAR-WETH,uniswap-v2,189
ELG-WETH,uniswap-v2,8
WETH-𝕏Ð,uniswap-v2,6
CROPS-ROT,uniswap-v2,1
WETH-PEPEINU,uniswap-v2,8
moonbase-WETH,uniswap-v2,34
$BITCONNECT-WETH,uniswap-v2,4
WETH-Door,uniswap-v2,5
WETH-BERNIE,uniswap-v2,29
BOYSCLUB-BOYS 3000 60 UNI-V3 LP,uniswap-v3,85
OHM-BTRFLY,sushiswap,19
$LIBERFI-WETH,uniswap-v2,10
0x01c...90d8-WETH,uniswap-v2,81
DGMV-WETH 10000 200 UNI-V3 LP,uniswap-v3,6
JIMBO-WETH,uniswap-v2,12
ETH-PPLR 3000 60  UNI-V4 LP,uniswap-v4,29
ELON69M-WETH,uniswap-v2,644
USCAM-WETH,uniswap-v2,62
WETH-BMOLLY,uniswap-v2,2
WETH-Ti,uniswap-v2,46
EFR-WETH,uniswap-v2,506
AI ∞-WETH,uniswap-v2,17
WETH-EVILPEPE,uniswap-v2,1
$JAPANMAGA-WETH,uniswap-v2,1
CMS-WETH,uniswap-v2,6
WETH-lpETH,balancer,33
BTB-ETHMNY,uniswap-v2,24
Shark-WETH,uniswap-v2,6
$CNC-WETH,uniswap-v2,24
NYXAI-WETH,uniswap-v2,198
EMRD-WETH 10000 200 UNI-V3 LP,uniswap-v3,14
WETH-SNAKE 10000 200 UNI-V3 LP,uniswap-v3,20
KAINET-WETH 3000 60 UNI-V3 LP,uniswap-v3,1
WETH-TUSD,uniswap-v2,4
WETH-0xd5e...229d,uniswap-v2,17
WETH-AIGO,uniswap-v2,459
WETH-𝕏TENSION,uniswap-v2,49
WETH-XFI,uniswap-v2,3
BONDLY-GMEE,sushiswap,17
WETH-DMA,uniswap-v2,1901
0x115...64b0-WETH,uniswap-v2,11
WETH-0xc80...b225,uniswap-v2,17
WETH-0xf37...bc23,uniswap-v2,5
WETH-DRMUTANT 10000 200 UNI-V3 LP,uniswap-v3,1105
EXM-WETH,uniswap-v2,410
ELM-WETH,uniswap-v2,5
WETH-DEEPMEOW,uniswap-v2,10
0x367...afac-WETH,uniswap-v2,59
VITALIKNOMICS-WETH,uniswap-v2,3
MAGIK-WETH,uniswap-v2,2
WETH-$STARDO,uniswap-v2,157
WETH-$BIGBUD,uniswap-v2,8
0x4c3...a31b-WETH,uniswap-v2,36
WETH-0xc1e...f790,uniswap-v2,27
POPNEIRO-WETH,uniswap-v2,3
MOBY-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
ANIMEELON-WETH,uniswap-v2,132
RICE-USDT 3000 60 UNI-V3 LP,uniswap-v3,47
0x7e3...0295-WETH,uniswap-v2,58
PAWBOT-WETH,shibaswap,2
USDT-GERA,shibaswap,6
0x797...dded-BONE,shibaswap,1
0xad2...c768-WETH,shibaswap,1
CCG-WETH,uniswap-v2,9
LAND-USDT,uniswap-v2,16
0x9a6...3824-WETH,uniswap-v2,3
$RATTY-WETH,uniswap-v2,509
0x0ff...7361-WETH,uniswap-v2,494
0x581...e047-WETH,uniswap-v2,9
DITCOIN-WETH,uniswap-v2,8
WETH-TOPG,uniswap-v2,31
AKG-USDT 500 10  UNI-V4 LP,uniswap-v4,11
SHINOLA-WETH 10000 200 UNI-V3 LP,uniswap-v3,97
LINUX-WETH,uniswap-v2,34
WTRUMP-WETH,uniswap-v2,14
0x846...1613-WETH,uniswap-v2,5
ETH-nDEPS 3000 60  UNI-V4 LP,uniswap-v4,2
WETH-ALPACA 3000 60 UNI-V3 LP,uniswap-v3,21
WETH-CRY,uniswap-v2,98
DELON-WETH,uniswap-v2,65
WETH-NICOBO,uniswap-v2,73
OPTIMA-WETH,uniswap-v2,128
WAVES-ABDS 3000 60  UNI-V4 LP,uniswap-v4,9
WOOFME-WETH,uniswap-v2,17
xXx-WETH,uniswap-v2,6
WETH-AACE,uniswap-v2,340
fella-WETH 3000 60 UNI-V3 LP,uniswap-v3,14
Mog-WETH,woofi,1
TXT-WETH,uniswap-v2,20
VAGUE-WETH,uniswap-v2,3
WETH-YAYA,uniswap-v2,3
CZAR-WETH,uniswap-v2,216
0x008...4e3a-WETH,uniswap-v2,2
ETIME-GALA 10000 200 UNI-V3 LP,uniswap-v3,17
0x892...1e79-WETH,uniswap-v2,1
2032-WETH,uniswap-v2,97
YEJI-WETH,uniswap-v2,3
Oswald-WETH,uniswap-v2,19
0x4dd...9e59-WETH,uniswap-v2,63
0xa73...34b3-WETH,uniswap-v2,5
ETH-pufETH 3000 60  UNI-V4 LP,uniswap-v4,65
DAI-CORN,uniswap-v2,11
WETH-TRX,uniswap-v2,11
FATE-WETH,uniswap-v2,7
AEROBUD-WETH,uniswap-v2,11
WETH-UPDOGE,uniswap-v2,2
WETH-LANDS,uniswap-v2,14
WETH-🍌EXOBANANA,uniswap-v2,7
WETH-JellyJelly,uniswap-v2,52
OCT-WETH,uniswap-v2,1
BTCM-WETH,uniswap-v2,2
LONK-WETH,uniswap-v2,5
USDT-PGA,uniswap-v2,6
WETH-RABBITHOLE,uniswap-v2,42
TRELON-WETH,uniswap-v2,8
YPIE-WETH,sushiswap,9
DJ-WETH,uniswap-v2,92
LID-PRDZ,uniswap-v2,3
GSHIB-WETH,uniswap-v2,3
PIG-WETH,uniswap-v2,2
$DALLE-WETH,uniswap-v2,27
0x0ea...865d-WETH,uniswap-v2,2
MILO-WETH,uniswap-v2,29
STM-WETH,uniswap-v2,10
WETH-FREEDOM,uniswap-v2,211
0x166...a305-WETH,uniswap-v2,2
WETH-THTRN,uniswap-v2,336
0x79f...52fc-WETH,uniswap-v2,3
ID-WETH,hashflow-v3,4
FUMO2.0-WETH,uniswap-v2,9
GAL-WETH,dodo-v2,65
0x3f0...433e-WETH,uniswap-v2,6
MYSTIC-WETH,uniswap-v2,12
BLUEORGY-WETH,uniswap-v2,85
LBH-WETH,uniswap-v2,7
WETH-SHAIB,uniswap-v2,1
0x915...a841-WETH,uniswap-v2,54
0x667...2022-WETH,uniswap-v2,39
0x872...faea-WETH,uniswap-v2,5
ETH-0x5fb...fccb 3000 60  UNI-V4 LP,uniswap-v4,25
0x1b7...e9dd-WETH,uniswap-v2,243
BIRD-TREAT 10000 200  UNI-V4 LP,uniswap-v4,1
WETH-0xc29...1459,uniswap-v2,19
0x7ca...e4a6-WETH,uniswap-v2,1
0xba8...b65a-WETH,uniswap-v2,1
WETH-oSQTH,uniswap-v2,2
Balancer 50 SRM 50 WETH,balancer,20
Apu-WETH,uniswap-v2,71
TTRI-WETH,uniswap-v2,1
USDC-BLOOM,dodo-v2,10
FLSK-WETH,uniswap-v2,5
WETH-0xd92...5189,uniswap-v2,7
MOGBULL-WETH 10000 200 UNI-V3 LP,uniswap-v3,25
GFX-WETH,uniswap-v2,2
0x106...d9f5-WETH,uniswap-v2,5
WETH-0xf67...d084,uniswap-v2,11
WETH-TERMI,uniswap-v2,1959
WETH-PONYO,uniswap-v2,9
BASKBond-WETH,sushiswap,1
BOTTOM-WETH,uniswap-v2,11
$rCAGE-WETH,uniswap-v2,18
WETH-KENTA,uniswap-v2,17
COSMO-WETH,uniswap-v2,177
0x0ff...5e0d-WETH,uniswap-v2,13
0x4ea...91ed-WETH,uniswap-v2,9
0x738...b81e-WETH,uniswap-v2,6
ETH-SY-weETH 900000 18000  UNI-V4 LP,uniswap-v4,5
SMUGPEPE-WETH,uniswap-v2,3
WETH-PepeBot,uniswap-v2,5
WETH-WPATH,uniswap-v2,2
WETH-FLH 10000 200 UNI-V3 LP,uniswap-v3,1
WETH-SECC,uniswap-v2,4
LAMBO-WETH 10000 200 UNI-V3 LP,uniswap-v3,8
BUNNY-WETH,shibaswap,4
WETH-PERFECT,uniswap-v2,1
POMO-WETH,uniswap-v2,8
SNT-USDT,hashflow-v3,3
SPEIPEI-WETH,uniswap-v2,10
BIU-WETH 3000 60 UNI-V3 LP,uniswap-v3,34
DOGEVERSE              -WETH,uniswap-v2,1
FGARY-WETH,uniswap-v2,3
Naughtius Maximus-WETH 10000 200 UNI-V3 LP,uniswap-v3,5
KABO)-WETH,uniswap-v2,41
WETH-CEME 10000 200 UNI-V3 LP,uniswap-v3,5
Adonai-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
WOF-WETH,uniswap-v2,182
WETH-YUN,uniswap-v2,28
WETH-WIENER,uniswap-v2,1
GRT-WETH,hashflow-v3,26
WETH-NUJAK,uniswap-v2,1
0xb4e...1b9b-WETH,uniswap-v2,20
PSN-WETH,uniswap-v2,6
0xb47...df91-USDT,uniswap-v2,3
WETH-OD,uniswap-v2,1
WETH-$1M,uniswap-v2,1
0x3d7...2260-WETH,uniswap-v2,5
SPACEDAO-WETH,uniswap-v2,1
BINGUS-WETH,uniswap-v2,6
WETH-0xfe8...8f1c,uniswap-v2,507
0x3be...277b-WETH,uniswap-v2,490
0x89e...827e-WETH,uniswap-v2,41
MSHIB-WETH,uniswap-v2,7
0x074...5fb1-WETH,uniswap-v2,156
0x07b...b3ff-WETH,uniswap-v2,12
0x1f9...7bb3-WETH,uniswap-v2,184
BATO-WETH,uniswap-v2,14
WETH-MiniNeiro,uniswap-v2,3
GOFIDIAS-WETH,uniswap-v2,5
FNB-WETH,uniswap-v2,8
WETH-Marie,uniswap-v2,8
WRY-WETH 3000 60 UNI-V3 LP,uniswap-v3,13
ETH-CHICKENUS 10000 200  UNI-V4 LP,uniswap-v4,344
RNDR-SHIV 10000 200 UNI-V3 LP,uniswap-v3,2
WAXG-WETH,uniswap-v2,10
CHZ-USDC 30000 600  UNI-V4 LP,uniswap-v4,65
ETH-aEthWETH 890000 17800  UNI-V4 LP,uniswap-v4,2
ETH-BELT 10000 200  UNI-V4 LP,uniswap-v4,2
NEAR-WETH,uniswap-v2,30
Hellcat-WETH,uniswap-v2,107
0x4d4...0ed4-WETH,uniswap-v2,4
ETH-KSC 3000 60  UNI-V4 LP,uniswap-v4,1
USDT-USDT 38000 760  UNI-V4 LP,uniswap-v4,21
ETH-Zebec Network 700000 14000  UNI-V4 LP,uniswap-v4,8
shibi-WETH,uniswap-v2,1
WETH-GATO,uniswap-v2,4
USDC-pxETH,woofi,1
WETH-ESX,uniswap-v2,3
0x978...93cf-WETH,uniswap-v2,6
BUCKAZOIDS-WETH,uniswap-v2,78
🌌QUANTUMSWAP-WETH,uniswap-v2,7
0x70f...e5b3-WETH,uniswap-v2,6
SYNK-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
ETH-TONCOIN 3000 60  UNI-V4 LP,uniswap-v4,42
ETH-WAGMI 3000 60  UNI-V4 LP,uniswap-v4,1
ETH-COLLE 10000 200  UNI-V4 LP,uniswap-v4,1
WETH-Andy,uniswap-v2,109
cDAI-WETH,sushiswap,2
EUROC-3Crv,curve,14
WETH-UNIBOT,sushiswap,1
HamyAI-WETH,uniswap-v2,6
DFD-DUSD,uniswap-v2,3
EATCAT-WETH,uniswap-v2,2
AAVE-USDT 100 1  UNI-V4 LP,uniswap-v4,1
WETH-ZCRT,uniswap-v2,3
WETH-BONFIRE,uniswap-v2,8
TRUMPT-WETH,uniswap-v2,31
BIGPEPE-WETH,uniswap-v2,4
LBDX-WETH,sushiswap,10
10TH-WETH,uniswap-v2,76
0x99e...aefa-WETH,uniswap-v2,6
WETH-GenAI,uniswap-v2,93
ASTEROID-WETH,uniswap-v2,39
WETH-0xd86...e489,uniswap-v2,9
HELIX-WETH,uniswap-v2,47
STFMG-STARS 500 10 UNI-V3 LP,uniswap-v3,1
ICSD-WETH,uniswap-v2,2
VEVO-WETH,uniswap-v2,28
OAIB-WETH,uniswap-v2,3
YEMALA-WETH,uniswap-v2,233
KEKICN-WETH,uniswap-v2,78
SGPT4-WETH,uniswap-v2,2
🦈SharkAi-WETH,uniswap-v2,7
SOD-WETH,uniswap-v2,2
DAI-BAS,uniswap-v2,4
JJB-WETH,uniswap-v2,3
0x839...97a8-WETH,uniswap-v2,11
0x651...3692-WETH 3000 60 UNI-V3 LP,uniswap-v3,1
wstUSR-RLP6CT-1 0 1 0x5287e8915445aee78e10190559d8dd21e0e9ea88 UNI-V4 LP,uniswap-v4,10
0x3a5...796e-WETH,uniswap-v2,8
WETH-Routine,uniswap-v2,20
USDT-MOONB,uniswap-v2,5
WETH-AMIX,uniswap-v2,2
-WETH,sushiswap,5
CAMEL -WETH,uniswap-v2,1
YDOGE-WETH,uniswap-v2,1
ETH-NAV 100 1  UNI-V4 LP,uniswap-v4,15
WETH-PEPEJESUS,uniswap-v2,2
0xb03...9bde-WETH,uniswap-v2,3
ETH-PEN 3000 60  UNI-V4 LP,uniswap-v4,307
ETH-PKT 900000 18000  UNI-V4 LP,uniswap-v4,1
WETH-BASETRUMP,uniswap-v2,1454
WETH-SPINACH,uniswap-v2,2
NIPS-WETH,uniswap-v2,1
0xOS-WETH,uniswap-v2,1
ShibTzu-WETH,uniswap-v2,1
TICK-WETH,uniswap-v2,1
CATSINGTON-WETH,uniswap-v2,25
WETH-0xd08...d199,pancakeswap-v2,2
WETH-PRENGUIN,uniswap-v2,184
TRUMPCARD-WETH,uniswap-v2,41
ԀW∩ɹ┴-WETH,uniswap-v2,2
NUGGET-WETH,uniswap-v2,4
Nirvana-WETH,uniswap-v2,199
POOKIE-WETH,uniswap-v2,65
ZEAL-WETH,uniswap-v2,70
AI600-WETH,uniswap-v2,107
BEEPBOT𝕏-WETH,uniswap-v2,8
WETH-Mochi,uniswap-v2,550
MANAKO-WETH,uniswap-v2,2
SPUME-WETH 10000 200 UNI-V3 LP,uniswap-v3,6
SNAPTORN-WETH,uniswap-v2,1
WETH-AMLT,uniswap-v2,6
STEAK-WETH,uniswap-v2,3
PEPE2025-WETH,uniswap-v2,1
WETH-KOALA,uniswap-v2,16
bread-WETH,uniswap-v2,123
WETH-0xf62...63ac,uniswap-v2,5
USDAS-WETH,uniswap-v2,163
USD-USD 500 10 UNI-V3 LP,uniswap-v3,2
FIREGARY-WETH,uniswap-v2,9
WETH-WILDGOAT,uniswap-v2,19
TRBT-WETH,uniswap-v2,5
BITCOIN CROCS-WETH,uniswap-v2,1
FREEKEKIUS-WETH,uniswap-v2,55
WETH-KUPONG,uniswap-v2,26
WETH-RETARRDO,uniswap-v2,21
WETH-STICK,uniswap-v2,50
༝༚༝༚ SONY™-WETH,uniswap-v2,43
JRMAGA-WETH,uniswap-v2,2
HEINU-WETH,uniswap-v2,8
ASAMU-WETH,uniswap-v2,2
INV-USDC,sushiswap,1
ETH-ZEDXION 880000 17600  UNI-V4 LP,uniswap-v4,6
ETH-LBK 900000 18000  UNI-V4 LP,uniswap-v4,1
ETH-UPC 889999 17800  UNI-V4 LP,uniswap-v4,4
DAN-AI-WETH,uniswap-v2,1
ETH-MAP 3000 60  UNI-V4 LP,uniswap-v4,5
BABYSHIKOKU -WETH,uniswap-v2,2
CPTM-USDT 3000 60 UNI-V3 LP,uniswap-v3,2
0xa99...3050-WETH,uniswap-v2,4
0x573...1e90-WETH,uniswap-v2,2
鬼丸-WETH,uniswap-v2,6
$FRODO-WETH,uniswap-v2,12
GOERYK-WETH,uniswap-v2,39
YSI-WETH,uniswap-v2,2
0x065...dcb3-WETH,uniswap-v2,5
SCROWL-WETH,uniswap-v2,1
NoHat-WETH,uniswap-v2,1
0x6a2...ba41-WETH,uniswap-v2,1
WETH-0xc6a...2375 10000 200 UNI-V3 LP,uniswap-v3,3
0x675...e9a0-WETH,uniswap-v2,18
0x598...04a2-WETH 3000 60 UNI-V3 LP,uniswap-v3,5
WETH-HBO,uniswap-v2,2
WETH-BUMBLEBEE,uniswap-v2,4
WETH-TOBTC,uniswap-v2,1
drone-WETH,uniswap-v2,199
WETH-0xe39...b842,uniswap-v2,5
WETH-1010000 1000101 1010000 1000101,uniswap-v2,2
SGTE-WETH,uniswap-v2,6
USDT-USDT 2800 56  UNI-V4 LP,uniswap-v4,1
Sentoro-WETH,uniswap-v2,166
PLANETX-WETH,uniswap-v2,1
WETH-PEPEMOON,uniswap-v2,2
WETH-REKT 500 10 UNI-V3 LP,uniswap-v3,10
WETH-F,uniswap-v2,2
YUAN-WETH,sushiswap,2
WETH-LAYERX,uniswap-v2,1
PUSHIN🐸-WETH,uniswap-v2,7
Balancer Fuse-8 Boosted DAI,balancer,1
WETH-0xc4e...0582,uniswap-v2,2
Problem-WETH,uniswap-v2,8
Kasparov-WETH,uniswap-v2,1
FRANK-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
0X0000AI-WETH,uniswap-v2,4
UNI-V1-WETH,uniswap-v2,4
SHIBBZ-WETH,uniswap-v2,2
WSCB-WETH,uniswap-v2,3
Bitvm-WETH,uniswap-v2,2
WETH-LENS,uniswap-v2,1
AIRx-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
WETH-XAI1212,uniswap-v2,219
Chadstarz-WETH,uniswap-v2,2
WETH-ETH3.0,uniswap-v2,4
ETH-0x571...d909 3000 60  UNI-V4 LP,uniswap-v4,4
KINGELON-WETH,uniswap-v2,445
WETH-XAAI,uniswap-v2,6
EXEX-USDT 500 10 UNI-V3 LP,uniswap-v3,1
WETH-Fridon AI,uniswap-v2,10
WETH-ALPHABETS,uniswap-v2,3
BTCCB-WETH,uniswap-v2,2
DogePepeWifBomeSlerfCoqMogPork-WETH,uniswap-v2,2
WETH-OOGRE 10000 200 UNI-V3 LP,uniswap-v3,2
0x0fb...01c1-WETH,uniswap-v2,1
ETHPOOP-WETH,uniswap-v2,2
UNI-MILK2,uniswap-v2,2
DogeFi-WETH,uniswap-v2,1
MEFF-WETH,uniswap-v2,1
